learner_id,country,degree,institution,major
Learner#3060da09-20b3-4f55-aef2-43278be54d41,Nigeria,Undergraduate Student,University of ilorin,Nursing
Learner#3061b25a-5bcd-4a24-99e1-af698e24d4f6,Nigeria,NULL,NULL,NULL
Learner#3061da8b-7e3c-4063-a00c-723223bb923d,India,NULL,NULL,NULL
Learner#30620e0d-f76d-4a1c-92ea-57cbe200e5c3,Nigeria,NULL,NULL,NULL
Learner#30627b73-1adf-405a-ac52-cf85e93f3f89,Nigeria,NULL,NULL,NULL
Learner#3062f20b-04d2-4b96-8991-5310f665ab10,United States,Not in Education,Saint Charles West High School,Digital Marketing
Learner#3063bc46-a8f6-43a2-bfb2-f4b1f1cec16f,Nigeria,Graduate Student,University of Port Harcourt,Accounting
Learner#30647e9e-211f-4311-a7b2-e28d400cb3e4,India,Undergraduate Student,"Rajiv Gandhi University of Knowledge Technologies, Nuzvid",Mechanical Engineering
Learner#30648533-4e33-4611-a63f-db60d10f4e1f,Nigeria,NULL,NULL,NULL
Learner#30649756-7918-4aaf-9977-af4652489e0e,India,Graduate Student,Netaji Subhash University of Technology,Human Resources
Learner#3065316d-ca60-44e8-9e2f-56f4670a3e3a,India,Undergraduate Student,Maulana Azad college of engineering and technology,Btech
Learner#30657c63-420c-47a5-a9a8-c7c23f66fc2c,India,High School Student,"Vibgyor High, NIBM",Humanities
Learner#30665965-9c4e-485d-98fa-a21e5f83bb10,Nigeria,Graduate Student,Federal University oye Ekiti,Entrepreneurship
Learner#3066b2bb-cc8b-43da-b315-cdf819163945,Nigeria,Graduate Student,"Joseph Saruwam University, Benue, Makurdi",Agricultural Engineering
Learner#3066d3cc-7a15-4da0-bf4d-e852b9899fc3,Egypt,Graduate Student,Faculty of nursing,Digital Marketing
Learner#3066e249-0691-4965-8af9-3426cfe5079d,Nigeria,Not in Education,Bowen university iwo,Data Analysis
Learner#306715cd-e8be-48f5-a264-006b93bc49b0,Nigeria,Graduate Student,Federal university of technology Owerri Imo Nigeria,Electronics and Communication Engineering
Learner#30683df6-f6fd-4cb4-83d3-3ce9de08baa2,India,NULL,NULL,NULL
Learner#3069a251-3c7f-4628-bbb5-a043896ff373,India,NULL,NULL,NULL
Learner#306a4b05-5e6f-4a65-b745-b0e282cdb9f2,"Iran, Islamic Republic of Persian Gulf",NULL,NULL,NULL
Learner#306ae0d9-8cd8-416f-9eb9-32e43c7f0598,India,Undergraduate Student,srmuap,Computer Science and Engineering
Learner#306baf3c-3874-46b2-a63a-24293cf58e46,Philippines,NULL,NULL,NULL
Learner#306c8dfb-523f-4200-a2a5-e413d148b6ac,Nigeria,Other Professional,Digital Technology Business School,Project Management
Learner#306cf2c8-bc49-4842-8f1d-0fedd1954246,Pakistan,Graduate Student,"University of Buner,KPK",English Language and Literature
Learner#306d279b-f098-4a53-b539-46dd804e119c,Nigeria,NULL,NULL,NULL
Learner#306d5ff1-e31a-4364-b56c-eddcd856be7c,Egypt,NULL,NULL,NULL
Learner#306d6c59-197a-4022-a7df-4fe74477987e,India,NULL,NULL,NULL
Learner#306e387d-f36b-4ed3-bce9-083aa2c4c1b7,Nigeria,Graduate Student,Babcock University,Physiology
Learner#306eb014-d227-4513-9b38-c7acb971faab,India,Graduate Student,Pune University,Commerce
Learner#306fe439-5ef0-4848-9816-24efcf3b39cb,India,NULL,NULL,NULL
Learner#3070026f-5954-48c2-a9a7-80caf2c7446d,Nigeria,NULL,NULL,NULL
Learner#30704010-c440-482d-9eff-de0865e6bee7,Nigeria,Not in Education,Redeemers University,Mass Communication
Learner#30707522-e582-46e0-bcb0-f31d55b19cbe,Pakistan,NULL,NULL,NULL
Learner#3072426b-767f-45db-b7d3-21ca715cf542,Ghana,Undergraduate Student,Lead For Ghana,Biological Sciences
Learner#30737d3a-d391-4982-a8b8-b43bbae75cbf,India,Undergraduate Student,Asansol Engineering College,Artificial Intelligence and Machine learning
Learner#3074187c-47d7-4dc0-8ac8-774d6634a59f,India,NULL,NULL,NULL
Learner#3075e663-1ac0-42c0-a57e-615c45264f9b,Philippines,NULL,NULL,NULL
Learner#307721a5-28ae-459e-bf61-b906d4b6a205,United States,NULL,NULL,NULL
Learner#30778f58-350c-4b48-a580-d2135bfc2a28,South Africa,Graduate Student,Walter Sisulu University,English Language and Literature
Learner#3077ae6a-c332-4311-ad7a-1ab7585b7cba,India,NULL,NULL,NULL
Learner#3077d173-9435-489c-a19b-336ad5fb8ef9,Ghana,Not in Education,Regent University College of Science and Technology,Accounting
Learner#3078ce48-55b4-4864-969c-848db036d7cd,United States,NULL,NULL,NULL
Learner#30790742-1e70-4ecb-bad3-3c198acb9414,Nigeria,Undergraduate Student,University of Ibadan,Adult Education
Learner#307bd621-3473-45a8-abdb-3b0183f78556,Nigeria,Not in Education,University,Mechanical Engineering
Learner#307c8c69-1537-4dbe-868d-60d9b3044ab3,Nigeria,NULL,NULL,NULL
Learner#307cbc26-f84b-4bb9-ad7d-c1b590319865,Nigeria,Undergraduate Student,University of Ibadan,Agricultural Economics
Learner#307f7446-2e07-4a8f-bd1d-6e6c431267d8,Nigeria,NULL,NULL,NULL
Learner#307ce2af-7210-4313-88d4-9fc46168dd5b,United States,High School Student,Regis Jesuit High School,Biomedical Engineering
Learner#307db3f2-f3c5-4d9a-aca2-83e94eb08bdd,Pakistan,Graduate Student,Comsats University Islamabad,Student
Learner#307db6fa-9f42-4534-968d-30b7587eaf7e,United States,High School Student,Metea Valley High School,Art and Design
Learner#307e0302-e24d-40de-bc55-7e228ad189a1,Kenya,High School Student,None,Psychology
Learner#307e22a2-0cd8-4892-bf01-8efb9cf07a57,NULL,NULL,NULL,NULL
Learner#30808d65-ece5-49e4-9566-646af59b0442,India,Undergraduate Student,"MITWPU, pune",Business Administration
Learner#30813e94-0f98-4513-9f7c-6406146d1c35,India,NULL,NULL,NULL
Learner#3081b986-7c6c-427b-ab77-43961a9377ec,Kenya,Undergraduate Student,Kabete National Polytechnic,Business and Management Studies
Learner#3082383e-28ed-4581-b0f9-43836fb4d507,India,Undergraduate Student,Annamalai University,Data Science
Learner#30824682-a159-44d3-8b8a-e1cb1aa42e6a,United States,Undergraduate Student,St. Louis University,Health Management
Learner#30827042-37b3-4647-af04-d40ee3603e77,Nigeria,NULL,NULL,NULL
Learner#3082db54-d151-4d20-8b36-030cd70a8294,India,Graduate Student,Kasturba medical college,Mbbs
Learner#30837551-db07-40e6-a036-3d52e70c189c,Nigeria,NULL,NULL,NULL
Learner#308489f9-3302-426a-9df6-b02d2e4646c5,India,Undergraduate Student,Lloyd institute of Management and Technology,Leadership and Organizational development
Learner#30858132-1d18-4994-af3d-675f0a9654de,Pakistan,NULL,NULL,NULL
Learner#3085955e-8ec1-4fbf-8245-baa0ad2c4a34,Sri Lanka,NULL,NULL,NULL
Learner#3085f41d-4364-450f-9c86-6ac1f7f9db3c,Kenya,Undergraduate Student,Mount  Kenya  university,Finance
Learner#30861788-667a-46d3-bf99-388199087b81,India,NULL,NULL,NULL
Learner#3086b621-a3f2-459f-b8bd-f92aec36830e,India,NULL,NULL,NULL
Learner#3086bd76-7194-4427-b922-4bb0b29369a7,Nigeria,NULL,NULL,NULL
Learner#30870fe7-d91f-45ca-9456-531aa411903e,Philippines,Not in Education,Microsourcing Philippines,Marketing
Learner#30872577-b513-4a2c-95e4-a21ced18350e,Nigeria,Graduate Student,G D S S BABURA KOLA,Cyber Security
Learner#3087f0e1-fc4d-40f0-b752-c00c59883203,India,NULL,NULL,NULL
Learner#308833cd-4aba-4ca9-a602-a7a0103132ed,Philippines,NULL,NULL,NULL
Learner#30884b4e-88ca-4863-91ed-4cf23aad9080,Nigeria,Graduate Student,University of Ilorin,Civil Engineering
Learner#3088e1f7-d2d5-4fe5-87d5-1458bae7554a,Egypt,Graduate Student,Alexandria institute,Electronics and Communication
Learner#3088f90d-39de-4618-a043-27d9c80fdc6f,Kenya,Undergraduate Student,Moi University,Bachelor of Engineering
Learner#30894a35-29fe-4eed-9805-afe286196f28,Pakistan,Graduate Student,Sindh Madresaatul Islam University,Software Engineering
Learner#308982f7-c97b-4ff5-85ac-13d1c18effa7,Ghana,NULL,NULL,NULL
Learner#3089d215-86bb-40a7-b153-30628f6cb589,Nigeria,Undergraduate Student,University of Lagos,Social Work
Learner#308a1d76-e942-4e6e-b711-427da6564b68,Nigeria,Graduate Student,"University of Ilorin, Ilorin Nigeria",Data Analytics
Learner#308a2f9e-424f-400c-ad0b-a7b0c11b37ea,Ghana,Graduate Student,Openlabs Ghana,Software Engineering
Learner#308a847a-40d1-4ea7-a94d-7e15cf543ae3,Egypt,Graduate Student,Digital Egypt pioneers,Data Analysis
Learner#308ad242-6f1a-4e51-817b-2a5967083e5f,Pakistan,Undergraduate Student,Bahria University Islamabad,Bachelor of Science in Information Technology
Learner#308ae45a-ab3f-4002-bd0e-860b74593fc5,Egypt,NULL,NULL,NULL
Learner#308b6df4-4ccc-4756-830a-1143317fe3c0,South Africa,Undergraduate Student,Unisa,Accounting and Finance
Learner#308b78ea-223b-4e8d-904f-217278eb62c1,India,NULL,NULL,NULL
Learner#308b8e1c-7cc2-4c57-a738-f809a15ee278,Ghana,Other Professional,Graduate,Electrical Engineering
Learner#308c0de6-e081-46aa-9ddc-a31889af1ae6,Nigeria,NULL,NULL,NULL
Learner#308dda7b-9e59-45d5-a696-266f4f611f00,India,Undergraduate Student,Maulana Azad National Institute of Technology,Electronics and Communication
Learner#308ee583-f7b5-4983-9ac8-0c4f3a527224,Ghana,Undergraduate Student,University for Development Studies,Pharmacy and Pharmacology
Learner#308f2d37-862b-406e-be75-fafa0ff17878,Nigeria,Not in Education,Adekunle Ajasin University,Politics
Learner#308f5072-f523-496a-b8b2-9247d4068474,Nigeria,Graduate Student,"Arthur Jarvis University, Cross River State",Law and Legal Studies
Learner#308f6e78-7c84-46cc-ad40-d4f4c0ca12bf,Ghana,Undergraduate Student,University of Ghana,Economics
Learner#309656bd-bd5d-4bcb-bbb9-bda5612573c9,United States,Graduate Student,Saint Louis University,Computer and Information Science
Learner#308f7ea6-9717-4fa5-a1f8-7a87e3579453,India,Graduate Student,Anna University,Information technology
Learner#308f9c19-5256-49f9-af3b-3528f6a88605,India,Undergraduate Student,Vivekananda degree college,Computer Science
Learner#30905a59-713d-4ab1-9790-2e433aaa9a83,Kenya,NULL,NULL,NULL
Learner#30906cca-a131-49a6-83f1-841401dcc91a,Pakistan,Undergraduate Student,PMAS Arid Agriculture University Rawalpindi,Agriculture and Forestry
Learner#3090ba63-443e-4d9a-a5fc-c8e4202e0e67,Nigeria,NULL,NULL,NULL
Learner#30928040-236b-4343-a6f1-06b0359dbae0,India,Graduate Student,saint louis university,Information Systems
Learner#30939625-bbc7-4016-b166-32ef484fa91a,Egypt,Undergraduate Student,Cairo University,Computer Science
Learner#3094450a-e1be-4460-b101-4d5c063fd01e,India,Teacher/Educator,ICT Academy of Kerala,Education and Training
Learner#30953ead-ec23-401d-a14f-f7e8e7c32449,Kenya,NULL,NULL,NULL
Learner#30954cf6-7730-4216-8016-1c93fadb8a08,India,Undergraduate Student,Scad college of engineering and technology,Computer Science and Engineering
Learner#3097979e-09e3-443c-b19e-c82c6fb8bdf1,Philippines,Graduate Student,Universal Colleges of Parañaque,Civil Engineering
Learner#309807a6-85b6-4bc4-822e-192470dc36f5,India,NULL,NULL,NULL
Learner#3098462b-86b5-47ba-a0c6-595b8cf1aac4,Pakistan,NULL,NULL,NULL
Learner#30984801-ae00-4f71-b539-616b1ddab1ac,India,Undergraduate Student,"SRM University, AP",Computer Science and Engineering
Learner#3098593d-d875-4c1a-8b1e-1368f309acc4,United States,Graduate Student,Illinois institute of technology,Information technology and management
Learner#3099695f-3057-420b-8000-759fadf3c19b,Philippines,Undergraduate Student,The National Teacher%27s College,Bachelor of Special Needs Education
Learner#30996a86-c947-496d-8fb4-70e749607822,India,NULL,NULL,NULL
Learner#3099dee7-60e9-4905-aa90-174f14b042b6,India,Graduate Student,National Engineering College,Mechanical Engineering
Learner#3099e92f-0654-4f8d-9d47-91a0d2ba1b78,India,NULL,NULL,NULL
Learner#309a2bbf-0a36-4611-a7ac-9143408c77e9,Nigeria,NULL,NULL,NULL
Learner#309a4601-9af9-4da7-b588-8a9a4e3fc56a,Pakistan,NULL,NULL,NULL
Learner#309a70c5-c880-42e0-b57f-bdcd305f6978,United States,NULL,NULL,NULL
Learner#309a7ed0-14d1-43ab-9b18-9e7aadf0ebac,India,Not in Education,BML Munjal University,Data Analytics
Learner#309acb8f-e8c1-4d80-a3a7-cc6520a8ef05,Uganda,NULL,NULL,NULL
Learner#309c308e-e872-4df7-bfbe-ff16ff757dc2,NULL,NULL,NULL,NULL
Learner#309c8475-d6ac-4ae3-bec6-084c5a15e634,Pakistan,Undergraduate Student,Dow university health and sciences,Physical Therapy
Learner#309c9c67-91e2-4603-9131-26c752f789f7,India,Graduate Student,Saint Louis university,Information Systems
Learner#309ca3f4-0260-4d23-835d-16b295705f31,Nigeria,Graduate Student,"st louis university, Missouri",Health Data Science
Learner#309d5bb5-83fb-4ab7-957d-13ae29739d52,India,Undergraduate Student,Saint Louis University,Biology
Learner#309d7ff1-9ac2-4061-a5a3-23051c97572e,United Kingdom,NULL,NULL,NULL
Learner#309f11db-e810-4a08-9dce-555dbd384af8,India,NULL,NULL,NULL
Learner#309f84c6-b715-4206-9a05-538f95dc1332,Philippines,Graduate Student,City of Malabon University,Major in Public Administration
Learner#30a054b4-77a4-43ea-9a75-5962278bc54c,Philippines,Undergraduate Student,Althea Alexandra V. Laingo,English Language and Literature
Learner#30a07e3d-79a1-48c8-a6bf-0b54faa5218c,United States,Not in Education,University of Benin,International Relations and Diplomacy
Learner#30a07e9a-a06c-4b1d-b2ec-af12e9c45bf1,India,Undergraduate Student,Lovely Professional University,Business and Management Studies
Learner#30a08b48-db71-4f02-bbf9-a719b42a55d6,Bangladesh,NULL,NULL,NULL
Learner#30a0b752-e8f2-453c-9541-94a3261e9c8c,Kenya,NULL,NULL,NULL
Learner#30a29d9d-0b94-4894-808b-46cb33005a1e,Ghana,Undergraduate Student,Koforidua Technical University,Computer Science
Learner#30a33780-2a54-40c2-9a44-95eb99625ed2,Nigeria,Graduate Student,University of ilorin,Marketing
Learner#30a34d61-f3b1-4fe3-b7a7-5c2ee683763f,India,NULL,NULL,NULL
Learner#30a3b8dd-d6ed-45ea-87be-1464935b914c,NULL,NULL,NULL,NULL
Learner#30a4dd44-6730-49c6-a1a4-cf515e3329f0,India,Not in Education,Ashoka polytechnic,Digital Marketing
Learner#30a52793-eb2e-434d-9b14-9c894d9ee99f,Nigeria,Graduate Student,ESGT,Project Management
Learner#30a8c5e0-1a9e-4788-b11e-48830efd2bf4,Ghana,Undergraduate Student,University of Ghana,Mathematics and Statistics
Learner#30a8eae2-fc95-4d74-a82d-43c188feb421,Nigeria,Graduate Student,ChukwuEmeka Odumegwu Ojukwu University,Bachelor of Science in Microbiology
Learner#30a9492d-8fc6-4591-ae92-4fe3770d433e,Germany,Graduate Student,Illinois Institute of Technology,Mathematics
Learner#30a97501-8410-4a4c-9a9c-53d3b5fb96bb,Nigeria,NULL,NULL,NULL
Learner#30a9918e-5010-4907-9ac6-ad6f03819b2b,Egypt,Undergraduate Student,Arab Academy for science and technology,Digital Media
Learner#30aa1679-7dea-41dc-84bf-936ef8bc9b89,India,Undergraduate Student,dayananda sagar collage of engineering,Information Science and Engineering
Learner#30aa7e1f-b0a5-4d08-9c2b-5bc3e41cad8f,India,Graduate Student,Kanpur University,Zoology
Learner#30aaba98-d271-4106-bec0-6a7fa02c8a44,India,Undergraduate Student,Dayananda sagar university,BCA
Learner#30abca1d-a61d-4972-9e29-dea2cd11ee5d,Nigeria,Graduate Student,Landmark university,Nysc
Learner#30aca847-f2b1-41b8-8fb5-d58422afb06d,India,Undergraduate Student,Government engineering College Gopalganj,Computer Science Engineering
Learner#30acf06e-2f57-4087-91a2-8e5e6ad4f35f,Philippines,Graduate Student,Mindanao State University,Biology
Learner#30acfb41-0878-4332-8740-3b5825937085,Nigeria,NULL,NULL,NULL
Learner#30adf25e-46e1-4ac6-8ddb-64490810c751,India,Graduate Student,Yashwantrao Mohite Institute of Management,Finance
Learner#30b07070-5582-4ada-bc7a-7ddcfb6edded,Ghana,NULL,NULL,NULL
Learner#30b08d9f-2d67-428f-9add-ba0d675c8d31,Pakistan,Undergraduate Student,NEDUET,Software Engineering
Learner#30b0e7d0-05d0-4e45-8807-2a9e254999d2,India,Graduate Student,amity,Big Data
Learner#30b273a0-ad91-4276-8306-bb99398b3075,Ghana,NULL,NULL,NULL
Learner#30b2ad07-6b63-426c-a8c6-ed94024afe5f,India,NULL,NULL,NULL
Learner#30b31397-8229-49b1-b6ea-a7b0142912cc,Gambia,Graduate Student,Illinois Institute of Technology,Cyber Security
Learner#30b43937-8339-4fa6-a1e5-91b5b19ffc3c,India,Graduate Student,Atria Institute of Technology,Information Science
Learner#30b5063a-9c24-4b53-a2da-1a1e40838b9d,Nigeria,NULL,NULL,NULL
Learner#30b51e00-2c5e-4f90-b426-4e2e1ca0a612,United States,NULL,NULL,NULL
Learner#30b58762-2455-436c-869e-de9b90cc52d6,India,NULL,NULL,NULL
Learner#30b5f415-bbf6-43b8-9399-f0503e9e3ddd,India,NULL,NULL,NULL
Learner#30b6777b-5e6f-4b0f-80b4-d04b40acd713,India,Undergraduate Student,Dr.B.C.Roy engineering college,Information Systems
Learner#30b6a15d-63e4-47b7-bced-891cfce159cb,Nigeria,NULL,NULL,NULL
Learner#30b6a440-b512-45a2-ba4f-9b3dade9b5f9,Nigeria,Undergraduate Student,National Open University,Project Management
Learner#30b722e0-8169-4d30-b003-f82acaf36be0,India,Undergraduate Student,Amity University Patna,Bachelor of Business Administration
Learner#30b723c6-2665-4548-85ae-427f2dfeec5b,Pakistan,Undergraduate Student,International Islamic University,Sociology
Learner#30b84983-4d12-4a8c-bea2-7dfd2de2686b,Pakistan,NULL,NULL,NULL
Learner#30b8bbce-7f7e-4931-81ac-aa4834701097,South Africa,Undergraduate Student,Jabulani Technical high school,Mechanical Technology
Learner#30b8c971-89d1-466c-b2e9-ca9d44043e7b,Kenya,NULL,NULL,NULL
Learner#30b93eef-92e8-4f9e-9c21-04c906d6d6f3,Egypt,NULL,NULL,NULL
Learner#30b98539-02ac-4a75-8f12-7c6bdc5b2fb9,India,Graduate Student,J.L.N. MEDICAL COLLEGE AJMER,Nursing
Learner#30b99ff5-80ec-4b97-8190-7338d45a3726,Nigeria,NULL,NULL,NULL
Learner#30b9b05a-a3db-4757-b577-4394bcf6d94f,Pakistan,NULL,NULL,NULL
Learner#30bb27a6-0a15-4f19-a368-7741612f506d,India,Other Professional,Rajalakshmi Engineering College,Information Technology
Learner#30bb36d5-c571-4521-a7fb-3e1c76a1620a,Pakistan,Graduate Student,National University Of Modern Languages,Digital Media
Learner#30bb38e0-3680-431f-bf2c-7084bf48c4c5,India,NULL,NULL,NULL
Learner#30bb6faf-142b-4f8f-a378-ea221803f153,Nigeria,NULL,NULL,NULL
Learner#30bb93e8-5337-47a2-871f-809a4daab38e,South Africa,Graduate Student,Unisa,English Language and Literature
Learner#30bb9d0e-f56d-47a5-97fe-c3ce8eb93664,Nigeria,Graduate Student,Saint Louis university,Cyber Security
Learner#30bbd004-1ed3-4a99-9623-8e94330c5717,India,NULL,NULL,NULL
Learner#30bbe0e3-8e55-40e5-a90e-e329bf12c90d,Nigeria,Graduate Student,Institute of Management and Technology,Mechanical and Aerospace Engineering
Learner#30bccf7c-0b41-484c-b6d2-12d13ce3fcd9,Pakistan,NULL,NULL,NULL
Learner#30bd4e0d-43b4-4ab7-aca5-917a872347bb,India,Graduate Student,Bharathidasan University,Statistics
Learner#30be3bc8-e97b-45c1-82f8-077f91c6ab24,Nigeria,NULL,NULL,NULL
Learner#30bea384-fe88-45fe-bcd7-01361aa9a714,Pakistan,NULL,NULL,NULL
Learner#30bf0445-d579-4f46-9be7-a8ecefa04a0b,Pakistan,NULL,NULL,NULL
Learner#30bf3919-fa25-46c6-a74e-22c3405ee5ca,United States,High School Student,South Pasadena High School,Computer Science and Information Systems
Learner#30bfa70d-c334-400d-8f31-9887b74c6dee,Bangladesh,Undergraduate Student,"Independent University, Bangladesh",Finance
Learner#30bfd671-e921-404e-98aa-fdede7f144fb,NULL,NULL,NULL,NULL
Learner#30c01475-ef2f-4d30-89ea-30a54d460484,Pakistan,NULL,NULL,NULL
Learner#30c0366f-4873-4a62-9556-dd2c9d6aa38e,India,Undergraduate Student,T JOHN INSTITUTE OF TECNOLOGY,Data Science
Learner#30c06e83-c7fc-4b8f-97ae-4a1b91572af9,Ghana,NULL,NULL,NULL
Learner#30c06e9d-6c73-4533-8d63-58c478b1eec0,Ghana,Graduate Student,University of Ghana,Geography
Learner#30c19570-a961-4598-a4a7-479faeca1f7e,India,Graduate Student,Deogiri Institute of Engineering and Management Studies Aurangabad,Electronics and Telecommunication
Learner#30c452b3-4c57-4182-8fca-5d57c16f40f7,Nigeria,Undergraduate Student,University of Maiduguri,Human Anatomy
Learner#30c50c83-9f57-4d6f-8c93-b393da97322f,India,Graduate Student,Karnataka University Dharwad,Computer Applications
Learner#30c6942f-4366-45a5-b608-ce8375ad80ef,United States,NULL,NULL,NULL
Learner#30c6c20c-cb03-4b6f-b8e1-b874fa936521,Philippines,NULL,NULL,NULL
Learner#30c83666-16d9-48ba-b449-e425ebf0d462,India,NULL,NULL,NULL
Learner#30c9479e-bf5a-40c0-b5cf-3b4e6b5fbcbe,Nigeria,Undergraduate Student,"Ladoke Akintola University of Technology, Ogbomosho, Nigeria",Medicine
Learner#30c9e669-e55e-42c5-95be-46c47760d8bd,Nigeria,Undergraduate Student,University of Benin,Philosophy
Learner#30cade2d-1323-4eeb-9ef2-f9664d75c405,Brazil,Graduate Student,Nagoya University,Humanities
Learner#30cb2e92-9273-4945-8fd8-5b843931a9b5,United States,NULL,NULL,NULL
Learner#30cb6c32-d034-456d-a84d-6c963435a9db,Pakistan,NULL,NULL,NULL
Learner#30cca089-d9cd-4663-a1ea-8c38e8d7b06c,Philippines,Not in Education,Polytechnic University of the Philippines,Computer Engineering
Learner#30cd0490-da96-4151-b5e5-834de91bb280,Bangladesh,High School Student,Dhaka Cantonment Girls%27 Public School & College,Electrical Engineering
Learner#30ce08da-dc2b-442a-be71-9f29b122710c,United States,High School Student,Irvington High School,Computer Science
Learner#30ce3700-ddf9-4140-be54-f6973e1be912,India,Graduate Student,Dayananda Sagar University,Project Management
Learner#30ce8196-89a2-4769-95dd-7e77004de168,Pakistan,Other Professional,Allama Iqbal open university,BA
